thread_id,start,end,minutes_seconds,duration
5603,24:18.7,07-02-2022 16:24:18.74,24:18.737,69
5604,24:18.7,07-02-2022 16:24:18.81,24:18.806,69
5605,24:18.8,07-02-2022 16:24:18.88,24:18.875,69
5606,24:18.9,07-02-2022 16:24:18.95,24:18.945,70
5607,24:18.9,07-02-2022 16:24:19.02,24:19.016,71
5608,24:19.0,07-02-2022 16:24:19.08,24:19.084,68
5609,24:19.1,07-02-2022 16:24:19.15,24:19.153,69
5610,24:19.2,07-02-2022 16:24:19.22,24:19.223,70
5611,24:19.2,07-02-2022 16:24:19.29,24:19.293,70
5612,24:19.3,07-02-2022 16:24:19.36,24:19.363,70
5613,24:19.4,07-02-2022 16:24:19.43,24:19.432,69
5614,24:19.4,07-02-2022 16:24:19.50,24:19.502,70
5615,24:19.5,07-02-2022 16:24:19.57,24:19.571,69
5616,24:19.6,07-02-2022 16:24:19.64,24:19.639,68
5617,24:19.6,07-02-2022 16:24:19.72,24:19.717,78
5618,24:19.7,07-02-2022 16:24:19.79,24:19.786,69
5619,24:19.8,07-02-2022 16:24:19.86,24:19.855,69
5620,24:19.9,07-02-2022 16:24:19.93,24:19.926,71
5621,24:19.9,07-02-2022 16:24:20.00,24:19.996,70
5622,24:20.0,07-02-2022 16:24:20.07,24:20.065,69
5623,24:20.1,07-02-2022 16:24:20.13,24:20.133,68
5624,24:20.1,07-02-2022 16:24:20.20,24:20.203,70
5625,24:20.2,07-02-2022 16:24:20.27,24:20.271,68
5626,24:20.3,07-02-2022 16:24:20.34,24:20.341,70
5627,24:20.3,07-02-2022 16:24:20.41,24:20.411,70
5628,24:20.4,07-02-2022 16:24:20.48,24:20.479,68
5629,24:20.5,07-02-2022 16:24:20.55,24:20.549,70
5630,24:20.5,07-02-2022 16:24:20.62,24:20.619,70
5631,24:20.6,07-02-2022 16:24:20.69,24:20.689,70
5632,24:20.7,07-02-2022 16:24:20.76,24:20.758,69
5633,24:20.8,07-02-2022 16:24:20.83,24:20.827,69
5634,24:20.8,07-02-2022 16:24:20.90,24:20.897,70
5635,24:20.9,07-02-2022 16:24:20.97,24:20.966,69
5636,24:21.0,07-02-2022 16:24:21.04,24:21.036,70
5637,24:21.0,07-02-2022 16:24:21.11,24:21.105,69
5638,24:21.1,07-02-2022 16:24:21.18,24:21.177,72
5639,24:21.2,07-02-2022 16:24:21.25,24:21.248,71
5640,24:21.2,07-02-2022 16:24:21.32,24:21.321,73
5641,24:21.3,07-02-2022 16:24:21.39,24:21.390,69
5642,24:21.4,07-02-2022 16:24:21.46,24:21.460,70
5643,24:21.5,07-02-2022 16:24:21.53,24:21.528,68
5644,24:21.5,07-02-2022 16:24:21.60,24:21.597,69
5645,24:21.6,07-02-2022 16:24:21.67,24:21.668,71
5646,24:21.7,07-02-2022 16:24:21.74,24:21.736,68
5647,24:21.7,07-02-2022 16:24:21.81,24:21.805,69
5648,24:21.8,07-02-2022 16:24:21.87,24:21.874,69
5649,24:21.9,07-02-2022 16:24:21.94,24:21.944,70
5650,24:21.9,07-02-2022 16:24:22.01,24:22.013,69
5651,24:22.0,07-02-2022 16:24:22.08,24:22.082,69
5652,24:22.1,07-02-2022 16:24:22.15,24:22.152,70
5653,24:22.2,07-02-2022 16:24:22.22,24:22.223,71
5654,24:22.2,07-02-2022 16:24:22.30,24:22.295,72
5655,24:22.3,07-02-2022 16:24:22.36,24:22.363,68
5656,24:22.4,07-02-2022 16:24:22.43,24:22.434,71
5657,24:22.4,07-02-2022 16:24:22.50,24:22.503,69
5658,24:22.5,07-02-2022 16:24:22.57,24:22.574,71
5659,24:22.6,07-02-2022 16:24:22.64,24:22.644,70
5660,24:22.6,07-02-2022 16:24:22.71,24:22.713,69
5661,24:22.7,07-02-2022 16:24:22.78,24:22.782,69
5662,24:22.8,07-02-2022 16:24:22.85,24:22.851,69
5663,24:22.9,07-02-2022 16:24:22.92,24:22.920,69
5664,24:22.9,07-02-2022 16:24:22.99,24:22.989,69
5665,24:23.0,07-02-2022 16:24:23.06,24:23.058,69
5666,24:23.1,07-02-2022 16:24:23.13,24:23.127,69
5667,24:23.1,07-02-2022 16:24:23.20,24:23.199,72
5668,24:23.2,07-02-2022 16:24:23.28,24:23.283,84
5669,24:23.3,07-02-2022 16:24:23.35,24:23.352,69
5670,24:23.4,07-02-2022 16:24:23.42,24:23.420,68
5671,24:23.4,07-02-2022 16:24:23.49,24:23.493,73
5672,24:23.5,07-02-2022 16:24:23.56,24:23.564,71
5673,24:23.6,07-02-2022 16:24:23.63,24:23.633,69
5674,24:23.6,07-02-2022 16:24:23.70,24:23.702,69
5675,24:23.7,07-02-2022 16:24:23.77,24:23.773,71
5676,24:23.8,07-02-2022 16:24:23.84,24:23.842,69
5677,24:23.8,07-02-2022 16:24:23.91,24:23.912,70
5678,24:23.9,07-02-2022 16:24:23.98,24:23.981,69
5679,24:24.0,07-02-2022 16:24:24.05,24:24.050,69
5680,24:24.0,07-02-2022 16:24:24.12,24:24.120,70
5681,24:24.1,07-02-2022 16:24:24.19,24:24.189,69
5682,24:24.2,07-02-2022 16:24:24.26,24:24.260,71
5683,24:24.3,07-02-2022 16:24:24.33,24:24.333,73
5684,24:24.3,07-02-2022 16:24:24.40,24:24.402,69
5685,24:24.4,07-02-2022 16:24:24.47,24:24.473,71
5686,24:24.5,07-02-2022 16:24:24.54,24:24.541,68
5687,24:24.5,07-02-2022 16:24:24.61,24:24.610,69
5688,24:24.6,07-02-2022 16:24:24.68,24:24.679,69
5689,24:24.7,07-02-2022 16:24:24.75,24:24.749,70
5690,24:24.7,07-02-2022 16:24:24.82,24:24.824,75
5691,24:24.8,07-02-2022 16:24:24.89,24:24.894,70
5692,24:24.9,07-02-2022 16:24:24.96,24:24.962,68
5693,24:25.0,07-02-2022 16:24:25.03,24:25.032,70
5694,24:25.0,07-02-2022 16:24:25.10,24:25.102,70
5695,24:25.1,07-02-2022 16:24:25.17,24:25.172,70
5696,24:25.2,07-02-2022 16:24:25.24,24:25.241,69
5697,24:25.2,07-02-2022 16:24:25.31,24:25.310,69
5698,24:25.3,07-02-2022 16:24:25.38,24:25.379,69
5699,24:25.4,07-02-2022 16:24:25.45,24:25.451,72
5700,24:25.5,07-02-2022 16:24:25.58,24:25.580,129
5701,24:25.6,07-02-2022 16:24:25.65,24:25.645,65
5702,24:25.6,07-02-2022 16:24:25.71,24:25.711,66
5703,24:25.7,07-02-2022 16:24:25.78,24:25.776,65
5704,24:25.8,07-02-2022 16:24:25.84,24:25.839,63
5705,24:25.8,07-02-2022 16:24:25.90,24:25.904,65
5706,24:25.9,07-02-2022 16:24:25.97,24:25.970,66
5707,24:26.0,07-02-2022 16:24:26.03,24:26.034,64
5708,24:26.0,07-02-2022 16:24:26.10,24:26.098,64
5709,24:26.1,07-02-2022 16:24:26.16,24:26.162,64
5710,24:26.2,07-02-2022 16:24:26.23,24:26.226,64
5711,24:26.2,07-02-2022 16:24:26.29,24:26.291,65
5712,24:26.3,07-02-2022 16:24:26.36,24:26.356,65
5713,24:26.4,07-02-2022 16:24:26.42,24:26.421,65
5714,24:26.4,07-02-2022 16:24:26.49,24:26.487,66
5715,24:26.5,07-02-2022 16:24:26.55,24:26.552,65
5716,24:26.6,07-02-2022 16:24:26.62,24:26.617,65
5717,24:26.6,07-02-2022 16:24:26.68,24:26.681,64
5718,24:26.7,07-02-2022 16:24:26.75,24:26.746,65
5719,24:26.7,07-02-2022 16:24:26.81,24:26.811,65
5720,24:26.8,07-02-2022 16:24:26.88,24:26.875,64
5721,24:26.9,07-02-2022 16:24:26.94,24:26.942,67
5722,24:26.9,07-02-2022 16:24:27.01,24:27.006,64
5723,24:27.0,07-02-2022 16:24:27.07,24:27.070,64
5724,24:27.1,07-02-2022 16:24:27.13,24:27.134,64
5725,24:27.1,07-02-2022 16:24:27.20,24:27.199,65
5726,24:27.2,07-02-2022 16:24:27.26,24:27.263,64
5727,24:27.3,07-02-2022 16:24:27.33,24:27.326,63
5728,24:27.3,07-02-2022 16:24:27.39,24:27.392,66
5729,24:27.4,07-02-2022 16:24:27.46,24:27.458,66
5730,24:27.5,07-02-2022 16:24:27.52,24:27.522,64
5731,24:27.5,07-02-2022 16:24:27.59,24:27.587,65
5732,24:27.6,07-02-2022 16:24:27.65,24:27.651,64
5733,24:27.7,07-02-2022 16:24:27.72,24:27.715,64
5734,24:27.7,07-02-2022 16:24:27.78,24:27.781,66
5735,24:27.8,07-02-2022 16:24:27.85,24:27.846,65
5736,24:27.8,07-02-2022 16:24:27.91,24:27.911,65
5737,24:27.9,07-02-2022 16:24:27.98,24:27.977,66
5738,24:28.0,07-02-2022 16:24:28.04,24:28.041,64
5739,24:28.0,07-02-2022 16:24:28.11,24:28.105,63
5740,24:28.1,07-02-2022 16:24:28.17,24:28.171,66
5741,24:28.2,07-02-2022 16:24:28.24,24:28.235,64
5742,24:28.2,07-02-2022 16:24:28.30,24:28.299,64
5743,24:28.3,07-02-2022 16:24:28.36,24:28.364,65
5744,24:28.4,07-02-2022 16:24:28.43,24:28.428,64
5745,24:28.4,07-02-2022 16:24:28.49,24:28.493,65
5746,24:28.5,07-02-2022 16:24:28.56,24:28.557,64
5747,24:28.6,07-02-2022 16:24:28.62,24:28.624,67
5748,24:28.6,07-02-2022 16:24:28.69,24:28.689,65
5749,24:28.7,07-02-2022 16:24:28.75,24:28.753,64
5750,24:28.8,07-02-2022 16:24:28.82,24:28.817,64
5751,24:28.8,07-02-2022 16:24:28.88,24:28.882,65
5752,24:28.9,07-02-2022 16:24:28.95,24:28.947,65
5753,24:28.9,07-02-2022 16:24:29.01,24:29.011,64
5754,24:29.0,07-02-2022 16:24:29.08,24:29.077,65
5755,24:29.1,07-02-2022 16:24:29.14,24:29.142,65
5756,24:29.1,07-02-2022 16:24:29.21,24:29.207,65
5757,24:29.2,07-02-2022 16:24:29.27,24:29.272,65
5758,24:29.3,07-02-2022 16:24:29.34,24:29.337,65
5759,24:29.3,07-02-2022 16:24:29.40,24:29.402,65
5760,24:29.4,07-02-2022 16:24:29.47,24:29.467,65
5761,24:29.5,07-02-2022 16:24:29.53,24:29.531,64
5762,24:29.5,07-02-2022 16:24:29.60,24:29.595,64
5763,24:29.6,07-02-2022 16:24:29.66,24:29.661,66
5764,24:29.7,07-02-2022 16:24:29.73,24:29.726,65
5765,24:29.7,07-02-2022 16:24:29.79,24:29.791,65
5766,24:29.8,07-02-2022 16:24:29.86,24:29.855,64
5767,24:29.9,07-02-2022 16:24:29.92,24:29.921,66
5768,24:29.9,07-02-2022 16:24:29.99,24:29.985,64
5769,24:30.0,07-02-2022 16:24:30.05,24:30.051,66
5770,24:30.1,07-02-2022 16:24:30.12,24:30.116,65
5771,24:30.1,07-02-2022 16:24:30.18,24:30.180,64
5772,24:30.2,07-02-2022 16:24:30.25,24:30.245,65
5773,24:30.2,07-02-2022 16:24:30.31,24:30.310,65
5774,24:30.3,07-02-2022 16:24:30.38,24:30.375,65
5775,24:30.4,07-02-2022 16:24:30.44,24:30.441,66
5776,24:30.4,07-02-2022 16:24:30.51,24:30.506,65
5777,24:30.5,07-02-2022 16:24:30.57,24:30.572,66
5778,24:30.6,07-02-2022 16:24:30.64,24:30.639,67
5779,24:30.6,07-02-2022 16:24:30.70,24:30.703,64
5780,24:30.7,07-02-2022 16:24:30.77,24:30.768,65
5781,24:30.8,07-02-2022 16:24:30.83,24:30.834,66
5782,24:30.8,07-02-2022 16:24:30.90,24:30.899,65
5783,24:30.9,07-02-2022 16:24:30.96,24:30.963,64
5784,24:31.0,07-02-2022 16:24:31.03,24:31.028,65
5785,24:31.0,07-02-2022 16:24:31.09,24:31.092,64
5786,24:31.1,07-02-2022 16:24:31.16,24:31.157,65
5787,24:31.2,07-02-2022 16:24:31.22,24:31.220,63
5788,24:31.2,07-02-2022 16:24:31.29,24:31.288,68
5789,24:31.3,07-02-2022 16:24:31.35,24:31.353,65
5790,24:31.4,07-02-2022 16:24:31.42,24:31.417,64
5791,24:31.4,07-02-2022 16:24:31.48,24:31.481,64
5792,24:31.5,07-02-2022 16:24:31.55,24:31.546,65
5793,24:31.5,07-02-2022 16:24:31.61,24:31.611,65
5794,24:31.6,07-02-2022 16:24:31.68,24:31.676,65
5795,24:31.7,07-02-2022 16:24:31.74,24:31.740,64
5796,24:31.7,07-02-2022 16:24:31.81,24:31.805,65
5797,24:31.8,07-02-2022 16:24:31.87,24:31.869,64
5798,24:31.9,07-02-2022 16:24:31.93,24:31.934,65
5799,24:31.9,07-02-2022 16:24:32.00,24:32.001,67
5800,24:32.0,07-02-2022 16:24:32.14,24:32.139,138
5801,24:32.1,07-02-2022 16:24:32.21,24:32.209,70
5802,24:32.2,07-02-2022 16:24:32.28,24:32.281,72
5803,24:32.3,07-02-2022 16:24:32.35,24:32.350,69
5804,24:32.3,07-02-2022 16:24:32.42,24:32.420,70
5805,24:32.4,07-02-2022 16:24:32.49,24:32.490,70
5806,24:32.5,07-02-2022 16:24:32.56,24:32.559,69
5807,24:32.6,07-02-2022 16:24:32.63,24:32.629,70
5808,24:32.6,07-02-2022 16:24:32.70,24:32.699,70
5809,24:32.7,07-02-2022 16:24:32.77,24:32.769,70
5810,24:32.8,07-02-2022 16:24:32.84,24:32.841,72
5811,24:32.8,07-02-2022 16:24:32.91,24:32.911,70
5812,24:32.9,07-02-2022 16:24:32.98,24:32.981,70
5813,24:33.0,07-02-2022 16:24:33.05,24:33.051,70
5814,24:33.1,07-02-2022 16:24:33.12,24:33.121,70
5815,24:33.1,07-02-2022 16:24:33.19,24:33.193,72
5816,24:33.2,07-02-2022 16:24:33.26,24:33.262,69
5817,24:33.3,07-02-2022 16:24:33.34,24:33.339,77
5818,24:33.3,07-02-2022 16:24:33.41,24:33.409,70
5819,24:33.4,07-02-2022 16:24:33.48,24:33.479,70
5820,24:33.5,07-02-2022 16:24:33.55,24:33.550,71
5821,24:33.5,07-02-2022 16:24:33.62,24:33.619,69
5822,24:33.6,07-02-2022 16:24:33.69,24:33.689,70
5823,24:33.7,07-02-2022 16:24:33.76,24:33.759,70
5824,24:33.8,07-02-2022 16:24:33.83,24:33.831,72
5825,24:33.8,07-02-2022 16:24:33.90,24:33.901,70
5826,24:33.9,07-02-2022 16:24:33.97,24:33.971,70
5827,24:34.0,07-02-2022 16:24:34.04,24:34.044,73
5828,24:34.0,07-02-2022 16:24:34.11,24:34.114,70
5829,24:34.1,07-02-2022 16:24:34.18,24:34.183,69
5830,24:34.2,07-02-2022 16:24:34.25,24:34.254,71
5831,24:34.3,07-02-2022 16:24:34.32,24:34.324,70
5832,24:34.3,07-02-2022 16:24:34.39,24:34.394,70
5833,24:34.4,07-02-2022 16:24:34.47,24:34.465,71
5834,24:34.5,07-02-2022 16:24:34.54,24:34.536,71
5835,24:34.5,07-02-2022 16:24:34.61,24:34.605,69
5836,24:34.6,07-02-2022 16:24:34.68,24:34.676,71
5837,24:34.7,07-02-2022 16:24:34.75,24:34.746,70
5838,24:34.7,07-02-2022 16:24:34.82,24:34.816,70
5839,24:34.8,07-02-2022 16:24:34.89,24:34.887,71
5840,24:34.9,07-02-2022 16:24:34.96,24:34.957,70
5841,24:35.0,07-02-2022 16:24:35.03,24:35.028,71
5842,24:35.0,07-02-2022 16:24:35.10,24:35.098,70
5843,24:35.1,07-02-2022 16:24:35.17,24:35.168,70
5844,24:35.2,07-02-2022 16:24:35.24,24:35.239,71
5845,24:35.2,07-02-2022 16:24:35.31,24:35.309,70
5846,24:35.3,07-02-2022 16:24:35.38,24:35.379,70
5847,24:35.4,07-02-2022 16:24:35.45,24:35.449,70
5848,24:35.4,07-02-2022 16:24:35.52,24:35.519,70
5849,24:35.5,07-02-2022 16:24:35.59,24:35.589,70
5850,24:35.6,07-02-2022 16:24:35.66,24:35.659,70
5851,24:35.7,07-02-2022 16:24:35.73,24:35.728,69
5852,24:35.7,07-02-2022 16:24:35.80,24:35.799,71
5853,24:35.8,07-02-2022 16:24:35.87,24:35.869,70
5854,24:35.9,07-02-2022 16:24:35.94,24:35.939,70
5855,24:35.9,07-02-2022 16:24:36.01,24:36.009,70
5856,24:36.0,07-02-2022 16:24:36.08,24:36.081,72
5857,24:36.1,07-02-2022 16:24:36.15,24:36.149,68
5858,24:36.1,07-02-2022 16:24:36.22,24:36.220,71
5859,24:36.2,07-02-2022 16:24:36.29,24:36.290,70
5860,24:36.3,07-02-2022 16:24:36.36,24:36.360,70
5861,24:36.4,07-02-2022 16:24:36.43,24:36.430,70
5862,24:36.4,07-02-2022 16:24:36.50,24:36.499,69
5863,24:36.5,07-02-2022 16:24:36.57,24:36.570,71
5864,24:36.6,07-02-2022 16:24:36.69,24:36.685,115
5865,24:36.7,07-02-2022 16:24:36.79,24:36.789,104
5866,24:36.8,07-02-2022 16:24:36.88,24:36.880,91
5867,24:36.9,07-02-2022 16:24:36.99,24:36.993,113
5868,24:37.0,07-02-2022 16:24:37.10,24:37.097,104
5869,24:37.1,07-02-2022 16:24:37.20,24:37.198,101
5870,24:37.2,07-02-2022 16:24:37.30,24:37.301,103
5871,24:37.3,07-02-2022 16:24:37.40,24:37.401,100
5872,24:37.4,07-02-2022 16:24:37.51,24:37.505,104
5873,24:37.5,07-02-2022 16:24:37.61,24:37.612,107
5874,24:37.6,07-02-2022 16:24:37.68,24:37.683,71
5875,24:37.7,07-02-2022 16:24:37.81,24:37.812,129
5876,24:37.8,07-02-2022 16:24:37.92,24:37.915,103
5877,24:37.9,07-02-2022 16:24:38.02,24:38.018,103
5878,24:38.0,07-02-2022 16:24:38.12,24:38.120,102
5879,24:38.1,07-02-2022 16:24:38.22,24:38.221,101
5880,24:38.2,07-02-2022 16:24:38.33,24:38.325,104
5881,24:38.3,07-02-2022 16:24:38.40,24:38.395,70
5882,24:38.4,07-02-2022 16:24:38.53,24:38.529,134
5883,24:38.5,07-02-2022 16:24:38.63,24:38.632,103
5884,24:38.6,07-02-2022 16:24:38.70,24:38.702,70
5885,24:38.7,07-02-2022 16:24:38.77,24:38.772,70
5886,24:38.8,07-02-2022 16:24:38.84,24:38.843,71
5887,24:38.8,07-02-2022 16:24:38.91,24:38.914,71
5888,24:38.9,07-02-2022 16:24:38.98,24:38.984,70
5889,24:39.0,07-02-2022 16:24:39.05,24:39.055,71
5890,24:39.1,07-02-2022 16:24:39.12,24:39.125,70
5891,24:39.1,07-02-2022 16:24:39.20,24:39.196,71
5892,24:39.2,07-02-2022 16:24:39.27,24:39.267,71
5893,24:39.3,07-02-2022 16:24:39.34,24:39.337,70
5894,24:39.3,07-02-2022 16:24:39.41,24:39.408,71
5895,24:39.4,07-02-2022 16:24:39.48,24:39.478,70
5896,24:39.5,07-02-2022 16:24:39.55,24:39.549,71
5897,24:39.5,07-02-2022 16:24:39.62,24:39.618,69
5898,24:39.6,07-02-2022 16:24:39.69,24:39.689,71
5899,24:39.7,07-02-2022 16:24:39.76,24:39.761,72
5900,24:39.8,07-02-2022 16:24:39.90,24:39.897,136
5901,24:39.9,07-02-2022 16:24:39.97,24:39.966,69
5902,24:40.0,07-02-2022 16:24:40.03,24:40.035,69
5903,24:40.0,07-02-2022 16:24:40.12,24:40.116,81
5904,24:40.1,07-02-2022 16:24:40.18,24:40.184,68
5905,24:40.2,07-02-2022 16:24:40.25,24:40.254,70
5906,24:40.3,07-02-2022 16:24:40.32,24:40.321,67
5907,24:40.3,07-02-2022 16:24:40.39,24:40.389,68
5908,24:40.4,07-02-2022 16:24:40.46,24:40.457,68
5909,24:40.5,07-02-2022 16:24:40.53,24:40.526,69
5910,24:40.5,07-02-2022 16:24:40.59,24:40.594,68
5911,24:40.6,07-02-2022 16:24:40.66,24:40.660,66
5912,24:40.7,07-02-2022 16:24:40.73,24:40.728,68
5913,24:40.7,07-02-2022 16:24:40.80,24:40.796,68
5914,24:40.8,07-02-2022 16:24:40.86,24:40.863,67
5915,24:40.9,07-02-2022 16:24:40.93,24:40.930,67
5916,24:40.9,07-02-2022 16:24:41.00,24:40.998,68
5917,24:41.0,07-02-2022 16:24:41.07,24:41.067,69
5918,24:41.1,07-02-2022 16:24:41.13,24:41.134,67
5919,24:41.1,07-02-2022 16:24:41.20,24:41.202,68
5920,24:41.2,07-02-2022 16:24:41.27,24:41.269,67
5921,24:41.3,07-02-2022 16:24:41.34,24:41.338,69
5922,24:41.3,07-02-2022 16:24:41.40,24:41.404,66
5923,24:41.4,07-02-2022 16:24:41.47,24:41.473,69
5924,24:41.5,07-02-2022 16:24:41.54,24:41.541,68
5925,24:41.5,07-02-2022 16:24:41.61,24:41.609,68
5926,24:41.6,07-02-2022 16:24:41.68,24:41.677,68
5927,24:41.7,07-02-2022 16:24:41.74,24:41.745,68
5928,24:41.7,07-02-2022 16:24:41.81,24:41.813,68
5929,24:41.8,07-02-2022 16:24:41.88,24:41.880,67
5930,24:41.9,07-02-2022 16:24:41.95,24:41.949,69
5931,24:41.9,07-02-2022 16:24:42.02,24:42.017,68
5932,24:42.0,07-02-2022 16:24:42.09,24:42.085,68
5933,24:42.1,07-02-2022 16:24:42.15,24:42.153,68
5934,24:42.2,07-02-2022 16:24:42.22,24:42.220,67
5935,24:42.2,07-02-2022 16:24:42.29,24:42.288,68
5936,24:42.3,07-02-2022 16:24:42.36,24:42.356,68
5937,24:42.4,07-02-2022 16:24:42.43,24:42.425,69
5938,24:42.4,07-02-2022 16:24:42.49,24:42.493,68
5939,24:42.5,07-02-2022 16:24:42.56,24:42.559,66
5940,24:42.6,07-02-2022 16:24:42.63,24:42.628,69
5941,24:42.6,07-02-2022 16:24:42.70,24:42.696,68
5942,24:42.7,07-02-2022 16:24:42.76,24:42.764,68
5943,24:42.8,07-02-2022 16:24:42.83,24:42.833,68
5944,24:42.8,07-02-2022 16:24:42.90,24:42.901,68
5945,24:42.9,07-02-2022 16:24:42.97,24:42.968,67
5946,24:43.0,07-02-2022 16:24:43.04,24:43.036,68
5947,24:43.0,07-02-2022 16:24:43.10,24:43.104,68
5948,24:43.1,07-02-2022 16:24:43.17,24:43.172,68
5949,24:43.2,07-02-2022 16:24:43.24,24:43.240,68
5950,24:43.2,07-02-2022 16:24:43.31,24:43.307,67
5951,24:43.3,07-02-2022 16:24:43.37,24:43.374,67
5952,24:43.4,07-02-2022 16:24:43.44,24:43.443,69
5953,24:43.4,07-02-2022 16:24:43.51,24:43.511,68
5954,24:43.5,07-02-2022 16:24:43.58,24:43.579,68
5955,24:43.6,07-02-2022 16:24:43.65,24:43.649,70
5956,24:43.6,07-02-2022 16:24:43.72,24:43.716,67
5957,24:43.7,07-02-2022 16:24:43.78,24:43.784,68
5958,24:43.8,07-02-2022 16:24:43.85,24:43.852,68
5959,24:43.9,07-02-2022 16:24:43.92,24:43.921,69
5960,24:43.9,07-02-2022 16:24:43.99,24:43.988,67
5961,24:44.0,07-02-2022 16:24:44.06,24:44.055,67
5962,24:44.1,07-02-2022 16:24:44.13,24:44.130,75
5963,24:44.1,07-02-2022 16:24:44.20,24:44.197,67
5964,24:44.2,07-02-2022 16:24:44.26,24:44.264,67
5965,24:44.3,07-02-2022 16:24:44.33,24:44.332,68
5966,24:44.3,07-02-2022 16:24:44.40,24:44.400,68
5967,24:44.4,07-02-2022 16:24:44.47,24:44.468,68
5968,24:44.5,07-02-2022 16:24:44.54,24:44.536,68
5969,24:44.5,07-02-2022 16:24:44.60,24:44.604,68
5970,24:44.6,07-02-2022 16:24:44.67,24:44.673,69
5971,24:44.7,07-02-2022 16:24:44.74,24:44.740,66
5972,24:44.7,07-02-2022 16:24:44.81,24:44.808,68
5973,24:44.8,07-02-2022 16:24:44.88,24:44.880,72
5974,24:44.9,07-02-2022 16:24:44.95,24:44.947,67
5975,24:44.9,07-02-2022 16:24:45.01,24:45.014,67
5976,24:45.0,07-02-2022 16:24:45.08,24:45.083,69
5977,24:45.1,07-02-2022 16:24:45.15,24:45.149,66
5978,24:45.1,07-02-2022 16:24:45.22,24:45.217,68
5979,24:45.2,07-02-2022 16:24:45.29,24:45.285,68
5980,24:45.3,07-02-2022 16:24:45.35,24:45.353,68
5981,24:45.4,07-02-2022 16:24:45.42,24:45.422,69
5982,24:45.4,07-02-2022 16:24:45.49,24:45.491,69
5983,24:45.5,07-02-2022 16:24:45.56,24:45.559,68
5984,24:45.6,07-02-2022 16:24:45.63,24:45.627,68
5985,24:45.6,07-02-2022 16:24:45.70,24:45.697,70
5986,24:45.7,07-02-2022 16:24:45.76,24:45.764,67
5987,24:45.8,07-02-2022 16:24:45.83,24:45.832,68
5988,24:45.8,07-02-2022 16:24:45.90,24:45.901,69
5989,24:45.9,07-02-2022 16:24:45.97,24:45.969,68
5990,24:46.0,07-02-2022 16:24:46.04,24:46.036,67
5991,24:46.0,07-02-2022 16:24:46.10,24:46.104,68
5992,24:46.1,07-02-2022 16:24:46.17,24:46.173,69
5993,24:46.2,07-02-2022 16:24:46.24,24:46.240,67
5994,24:46.2,07-02-2022 16:24:46.31,24:46.307,67
5995,24:46.3,07-02-2022 16:24:46.38,24:46.375,68
5996,24:46.4,07-02-2022 16:24:46.45,24:46.445,70
5997,24:46.4,07-02-2022 16:24:46.51,24:46.513,68
5998,24:46.5,07-02-2022 16:24:46.58,24:46.581,68
5999,24:46.6,07-02-2022 16:24:46.65,24:46.652,71
6000,24:46.7,07-02-2022 16:24:46.78,24:46.781,129
6001,24:46.8,07-02-2022 16:24:46.85,24:46.846,65
6002,24:46.8,07-02-2022 16:24:46.91,24:46.912,64
6003,24:46.9,07-02-2022 16:24:46.98,24:46.978,66
6004,24:47.0,07-02-2022 16:24:47.04,24:47.044,66
6005,24:47.0,07-02-2022 16:24:47.11,24:47.111,66
6006,24:47.1,07-02-2022 16:24:47.18,24:47.176,65
6007,24:47.2,07-02-2022 16:24:47.24,24:47.242,66
6008,24:47.2,07-02-2022 16:24:47.31,24:47.308,66
6009,24:47.3,07-02-2022 16:24:47.37,24:47.374,66
6010,24:47.4,07-02-2022 16:24:47.44,24:47.439,65
6011,24:47.4,07-02-2022 16:24:47.51,24:47.505,66
6012,24:47.5,07-02-2022 16:24:47.57,24:47.572,67
6013,24:47.6,07-02-2022 16:24:47.64,24:47.641,69
6014,24:47.6,07-02-2022 16:24:47.71,24:47.711,70
6015,24:47.7,07-02-2022 16:24:47.78,24:47.776,65
6016,24:47.8,07-02-2022 16:24:47.84,24:47.841,65
6017,24:47.8,07-02-2022 16:24:47.91,24:47.908,67
6018,24:47.9,07-02-2022 16:24:47.97,24:47.974,66
6019,24:48.0,07-02-2022 16:24:48.04,24:48.039,65
6020,24:48.0,07-02-2022 16:24:48.11,24:48.106,67
6021,24:48.1,07-02-2022 16:24:48.17,24:48.171,65
6022,24:48.2,07-02-2022 16:24:48.24,24:48.237,66
6023,24:48.2,07-02-2022 16:24:48.30,24:48.302,65
6024,24:48.3,07-02-2022 16:24:48.37,24:48.367,65
6025,24:48.4,07-02-2022 16:24:48.43,24:48.433,66
6026,24:48.4,07-02-2022 16:24:48.50,24:48.499,66
6027,24:48.5,07-02-2022 16:24:48.56,24:48.564,65
6028,24:48.6,07-02-2022 16:24:48.63,24:48.629,65
6029,24:48.6,07-02-2022 16:24:48.70,24:48.696,67
6030,24:48.7,07-02-2022 16:24:48.76,24:48.762,66
6031,24:48.8,07-02-2022 16:24:48.83,24:48.827,65
6032,24:48.8,07-02-2022 16:24:48.89,24:48.894,67
6033,24:48.9,07-02-2022 16:24:48.96,24:48.960,66
6034,24:49.0,07-02-2022 16:24:49.02,24:49.024,64
6035,24:49.0,07-02-2022 16:24:49.09,24:49.091,67
6036,24:49.1,07-02-2022 16:24:49.16,24:49.156,65
6037,24:49.2,07-02-2022 16:24:49.22,24:49.220,64
6038,24:49.2,07-02-2022 16:24:49.29,24:49.288,68
