thread_id,start,end,minutes_seconds,duration
975,18:41.9,07-02-2022 16:18:41.92,18:41.921,68
976,18:41.9,07-02-2022 16:18:41.99,18:41.990,69
977,18:42.0,07-02-2022 16:18:42.06,18:42.057,67
978,18:42.1,07-02-2022 16:18:42.13,18:42.125,68
979,18:42.1,07-02-2022 16:18:42.19,18:42.191,66
980,18:42.2,07-02-2022 16:18:42.26,18:42.259,68
981,18:42.3,07-02-2022 16:18:42.33,18:42.326,67
982,18:42.3,07-02-2022 16:18:42.39,18:42.392,66
983,18:42.4,07-02-2022 16:18:42.46,18:42.460,68
984,18:42.5,07-02-2022 16:18:42.53,18:42.527,67
985,18:42.5,07-02-2022 16:18:42.60,18:42.595,68
986,18:42.6,07-02-2022 16:18:42.66,18:42.663,68
987,18:42.7,07-02-2022 16:18:42.73,18:42.731,68
988,18:42.7,07-02-2022 16:18:42.80,18:42.799,68
989,18:42.8,07-02-2022 16:18:42.87,18:42.866,67
990,18:42.9,07-02-2022 16:18:42.94,18:42.936,70
991,18:42.9,07-02-2022 16:18:43.00,18:43.003,67
992,18:43.0,07-02-2022 16:18:43.07,18:43.071,68
993,18:43.1,07-02-2022 16:18:43.14,18:43.138,67
994,18:43.1,07-02-2022 16:18:43.21,18:43.207,69
995,18:43.2,07-02-2022 16:18:43.27,18:43.273,66
996,18:43.3,07-02-2022 16:18:43.34,18:43.340,67
997,18:43.3,07-02-2022 16:18:43.41,18:43.407,67
998,18:43.4,07-02-2022 16:18:43.47,18:43.474,67
999,18:43.5,07-02-2022 16:18:43.54,18:43.543,69
1000,18:43.5,07-02-2022 16:18:43.68,18:43.677,134
1001,18:43.7,07-02-2022 16:18:43.74,18:43.744,67
1002,18:43.7,07-02-2022 16:18:43.81,18:43.812,68
1003,18:43.8,07-02-2022 16:18:43.88,18:43.881,69
1004,18:43.9,07-02-2022 16:18:43.95,18:43.949,68
1005,18:43.9,07-02-2022 16:18:44.02,18:44.024,75
1006,18:44.0,07-02-2022 16:18:44.09,18:44.093,69
1007,18:44.1,07-02-2022 16:18:44.16,18:44.160,67
1008,18:44.2,07-02-2022 16:18:44.23,18:44.228,68
1009,18:44.2,07-02-2022 16:18:44.30,18:44.297,69
1010,18:44.3,07-02-2022 16:18:44.36,18:44.364,67
1011,18:44.4,07-02-2022 16:18:44.43,18:44.433,69
1012,18:44.4,07-02-2022 16:18:44.50,18:44.501,68
1013,18:44.5,07-02-2022 16:18:44.57,18:44.571,70
1014,18:44.6,07-02-2022 16:18:44.64,18:44.638,67
1015,18:44.6,07-02-2022 16:18:44.71,18:44.706,68
1016,18:44.7,07-02-2022 16:18:44.77,18:44.774,68
1017,18:44.8,07-02-2022 16:18:44.84,18:44.842,68
1018,18:44.8,07-02-2022 16:18:44.91,18:44.910,67
1019,18:44.9,07-02-2022 16:18:44.98,18:44.981,71
1020,18:45.0,07-02-2022 16:18:45.05,18:45.052,71
1021,18:45.1,07-02-2022 16:18:45.12,18:45.122,70
1022,18:45.1,07-02-2022 16:18:45.19,18:45.189,67
1023,18:45.2,07-02-2022 16:18:45.26,18:45.257,68
1024,18:45.3,07-02-2022 16:18:45.33,18:45.329,72
1025,18:45.3,07-02-2022 16:18:45.40,18:45.397,67
1026,18:45.4,07-02-2022 16:18:45.46,18:45.464,67
1027,18:45.5,07-02-2022 16:18:45.53,18:45.532,68
1028,18:45.5,07-02-2022 16:18:45.60,18:45.600,68
1029,18:45.6,07-02-2022 16:18:45.67,18:45.668,68
1030,18:45.7,07-02-2022 16:18:45.73,18:45.734,66
1031,18:45.7,07-02-2022 16:18:45.80,18:45.804,70
1032,18:45.8,07-02-2022 16:18:45.87,18:45.874,70
1033,18:45.9,07-02-2022 16:18:45.95,18:45.945,71
1034,18:45.9,07-02-2022 16:18:46.01,18:46.013,68
1035,18:46.0,07-02-2022 16:18:46.08,18:46.081,68
1036,18:46.1,07-02-2022 16:18:46.15,18:46.151,70
1037,18:46.2,07-02-2022 16:18:46.22,18:46.222,71
1038,18:46.2,07-02-2022 16:18:46.29,18:46.291,69
1039,18:46.3,07-02-2022 16:18:46.36,18:46.361,70
1040,18:46.4,07-02-2022 16:18:46.43,18:46.429,68
1041,18:46.4,07-02-2022 16:18:46.50,18:46.499,70
1042,18:46.5,07-02-2022 16:18:46.57,18:46.566,67
1043,18:46.6,07-02-2022 16:18:46.64,18:46.637,71
1044,18:46.6,07-02-2022 16:18:46.71,18:46.707,70
1045,18:46.7,07-02-2022 16:18:46.78,18:46.777,70
1046,18:46.8,07-02-2022 16:18:46.85,18:46.853,76
1047,18:46.9,07-02-2022 16:18:46.92,18:46.923,70
1048,18:46.9,07-02-2022 16:18:46.99,18:46.991,68
1049,18:47.0,07-02-2022 16:18:47.06,18:47.058,67
1050,18:47.1,07-02-2022 16:18:47.13,18:47.127,69
1051,18:47.1,07-02-2022 16:18:47.19,18:47.194,67
1052,18:47.2,07-02-2022 16:18:47.27,18:47.273,79
1053,18:47.3,07-02-2022 16:18:47.35,18:47.353,80
1054,18:47.4,07-02-2022 16:18:47.42,18:47.420,67
1055,18:47.4,07-02-2022 16:18:47.49,18:47.487,67
1056,18:47.5,07-02-2022 16:18:47.55,18:47.554,67
1057,18:47.6,07-02-2022 16:18:47.62,18:47.623,69
1058,18:47.6,07-02-2022 16:18:47.69,18:47.692,69
1059,18:47.7,07-02-2022 16:18:47.76,18:47.761,69
1060,18:47.8,07-02-2022 16:18:47.83,18:47.829,68
1061,18:47.8,07-02-2022 16:18:47.90,18:47.899,70
1062,18:47.9,07-02-2022 16:18:47.97,18:47.969,70
1063,18:48.0,07-02-2022 16:18:48.04,18:48.038,69
1064,18:48.0,07-02-2022 16:18:48.11,18:48.107,69
1065,18:48.1,07-02-2022 16:18:48.18,18:48.176,69
1066,18:48.2,07-02-2022 16:18:48.24,18:48.243,67
1067,18:48.2,07-02-2022 16:18:48.31,18:48.311,68
1068,18:48.3,07-02-2022 16:18:48.38,18:48.378,67
1069,18:48.4,07-02-2022 16:18:48.45,18:48.446,68
1070,18:48.4,07-02-2022 16:18:48.52,18:48.515,69
1071,18:48.5,07-02-2022 16:18:48.58,18:48.583,68
1072,18:48.6,07-02-2022 16:18:48.65,18:48.652,69
1073,18:48.7,07-02-2022 16:18:48.72,18:48.719,67
1074,18:48.7,07-02-2022 16:18:48.79,18:48.788,69
1075,18:48.8,07-02-2022 16:18:48.86,18:48.856,68
1076,18:48.9,07-02-2022 16:18:48.92,18:48.924,68
1077,18:48.9,07-02-2022 16:18:48.99,18:48.991,67
1078,18:49.0,07-02-2022 16:18:49.06,18:49.059,68
1079,18:49.1,07-02-2022 16:18:49.13,18:49.127,68
1080,18:49.1,07-02-2022 16:18:49.19,18:49.194,67
1081,18:49.2,07-02-2022 16:18:49.26,18:49.263,69
1082,18:49.3,07-02-2022 16:18:49.33,18:49.331,68
1083,18:49.3,07-02-2022 16:18:49.40,18:49.398,67
1084,18:49.4,07-02-2022 16:18:49.47,18:49.467,69
1085,18:49.5,07-02-2022 16:18:49.54,18:49.536,69
1086,18:49.5,07-02-2022 16:18:49.60,18:49.603,67
1087,18:49.6,07-02-2022 16:18:49.67,18:49.672,68
1088,18:49.7,07-02-2022 16:18:49.74,18:49.740,68
1089,18:49.7,07-02-2022 16:18:49.81,18:49.808,68
1090,18:49.8,07-02-2022 16:18:49.88,18:49.876,68
1091,18:49.9,07-02-2022 16:18:49.95,18:49.946,70
1092,18:49.9,07-02-2022 16:18:50.01,18:50.014,68
1093,18:50.0,07-02-2022 16:18:50.08,18:50.083,69
1094,18:50.1,07-02-2022 16:18:50.15,18:50.152,69
1095,18:50.2,07-02-2022 16:18:50.22,18:50.220,68
1096,18:50.2,07-02-2022 16:18:50.29,18:50.288,68
1097,18:50.3,07-02-2022 16:18:50.36,18:50.358,69
1098,18:50.4,07-02-2022 16:18:50.43,18:50.426,68
1099,18:50.4,07-02-2022 16:18:50.50,18:50.497,71
1100,18:50.5,07-02-2022 16:18:50.63,18:50.634,137
1101,18:50.6,07-02-2022 16:18:50.71,18:50.705,70
1102,18:50.7,07-02-2022 16:18:50.78,18:50.776,71
1103,18:50.8,07-02-2022 16:18:50.85,18:50.846,70
1104,18:50.8,07-02-2022 16:18:50.92,18:50.916,70
1105,18:50.9,07-02-2022 16:18:50.99,18:50.987,71
1106,18:51.0,07-02-2022 16:18:51.06,18:51.057,70
1107,18:51.1,07-02-2022 16:18:51.13,18:51.127,70
1108,18:51.1,07-02-2022 16:18:51.20,18:51.198,71
1109,18:51.2,07-02-2022 16:18:51.29,18:51.289,91
1110,18:51.3,07-02-2022 16:18:51.39,18:51.391,102
1111,18:51.4,07-02-2022 16:18:51.49,18:51.494,103
1112,18:51.5,07-02-2022 16:18:51.60,18:51.595,101
1113,18:51.6,07-02-2022 16:18:51.70,18:51.699,104
1114,18:51.7,07-02-2022 16:18:51.80,18:51.800,101
1115,18:51.8,07-02-2022 16:18:51.87,18:51.870,70
1116,18:51.9,07-02-2022 16:18:52.01,18:52.006,136
1117,18:52.0,07-02-2022 16:18:52.11,18:52.108,102
1118,18:52.1,07-02-2022 16:18:52.21,18:52.212,104
1119,18:52.2,07-02-2022 16:18:52.31,18:52.312,100
1120,18:52.3,07-02-2022 16:18:52.42,18:52.415,103
1121,18:52.4,07-02-2022 16:18:52.52,18:52.519,104
1122,18:52.5,07-02-2022 16:18:52.62,18:52.619,100
1123,18:52.6,07-02-2022 16:18:52.72,18:52.721,102
1124,18:52.7,07-02-2022 16:18:52.82,18:52.824,103
1125,18:52.8,07-02-2022 16:18:52.93,18:52.926,102
1126,18:52.9,07-02-2022 16:18:53.03,18:53.030,104
1127,18:53.0,07-02-2022 16:18:53.13,18:53.133,103
1128,18:53.1,07-02-2022 16:18:53.24,18:53.235,102
1129,18:53.2,07-02-2022 16:18:53.31,18:53.305,70
1130,18:53.3,07-02-2022 16:18:53.37,18:53.373,68
1131,18:53.4,07-02-2022 16:18:53.44,18:53.442,69
1132,18:53.4,07-02-2022 16:18:53.51,18:53.511,69
1133,18:53.5,07-02-2022 16:18:53.58,18:53.579,68
1134,18:53.6,07-02-2022 16:18:53.65,18:53.648,69
1135,18:53.6,07-02-2022 16:18:53.72,18:53.717,69
1136,18:53.7,07-02-2022 16:18:53.79,18:53.786,69
1137,18:53.8,07-02-2022 16:18:53.85,18:53.853,67
1138,18:53.9,07-02-2022 16:18:53.92,18:53.922,69
1139,18:53.9,07-02-2022 16:18:53.99,18:53.991,69
1140,18:54.0,07-02-2022 16:18:54.06,18:54.059,68
1141,18:54.1,07-02-2022 16:18:54.13,18:54.127,68
1142,18:54.1,07-02-2022 16:18:54.20,18:54.196,69
1143,18:54.2,07-02-2022 16:18:54.27,18:54.265,69
1144,18:54.3,07-02-2022 16:18:54.33,18:54.334,69
1145,18:54.3,07-02-2022 16:18:54.40,18:54.403,69
1146,18:54.4,07-02-2022 16:18:54.47,18:54.471,68
1147,18:54.5,07-02-2022 16:18:54.54,18:54.540,69
1148,18:54.5,07-02-2022 16:18:54.61,18:54.608,68
1149,18:54.6,07-02-2022 16:18:54.68,18:54.680,71
1150,18:54.7,07-02-2022 16:18:54.75,18:54.750,70
1151,18:54.7,07-02-2022 16:18:54.82,18:54.818,68
1152,18:54.8,07-02-2022 16:18:54.89,18:54.887,69
1153,18:54.9,07-02-2022 16:18:54.96,18:54.957,70
1154,18:55.0,07-02-2022 16:18:55.02,18:55.025,68
1155,18:55.0,07-02-2022 16:18:55.10,18:55.095,70
1156,18:55.1,07-02-2022 16:18:55.16,18:55.163,68
1157,18:55.2,07-02-2022 16:18:55.23,18:55.233,70
1158,18:55.2,07-02-2022 16:18:55.30,18:55.302,69
1159,18:55.3,07-02-2022 16:18:55.37,18:55.370,68
1160,18:55.4,07-02-2022 16:18:55.44,18:55.438,68
1161,18:55.4,07-02-2022 16:18:55.51,18:55.507,69
1162,18:55.5,07-02-2022 16:18:55.58,18:55.576,69
1163,18:55.6,07-02-2022 16:18:55.64,18:55.644,68
1164,18:55.6,07-02-2022 16:18:55.71,18:55.713,69
1165,18:55.7,07-02-2022 16:18:55.78,18:55.783,70
1166,18:55.8,07-02-2022 16:18:55.85,18:55.854,71
1167,18:55.9,07-02-2022 16:18:55.92,18:55.922,68
1168,18:55.9,07-02-2022 16:18:55.99,18:55.991,69
1169,18:56.0,07-02-2022 16:18:56.06,18:56.060,69
1170,18:56.1,07-02-2022 16:18:56.13,18:56.129,69
1171,18:56.1,07-02-2022 16:18:56.20,18:56.199,70
1172,18:56.2,07-02-2022 16:18:56.27,18:56.269,70
1173,18:56.3,07-02-2022 16:18:56.34,18:56.339,69
1174,18:56.3,07-02-2022 16:18:56.41,18:56.411,72
1175,18:56.4,07-02-2022 16:18:56.48,18:56.481,70
1176,18:56.5,07-02-2022 16:18:56.55,18:56.551,70
1177,18:56.6,07-02-2022 16:18:56.62,18:56.622,71
1178,18:56.6,07-02-2022 16:18:56.69,18:56.691,69
1179,18:56.7,07-02-2022 16:18:56.76,18:56.761,70
1180,18:56.8,07-02-2022 16:18:56.83,18:56.830,69
1181,18:56.8,07-02-2022 16:18:56.90,18:56.899,69
1182,18:56.9,07-02-2022 16:18:56.97,18:56.970,70
1183,18:57.0,07-02-2022 16:18:57.04,18:57.039,69
1184,18:57.0,07-02-2022 16:18:57.11,18:57.108,69
1185,18:57.1,07-02-2022 16:18:57.18,18:57.179,71
1186,18:57.2,07-02-2022 16:18:57.25,18:57.249,70
1187,18:57.2,07-02-2022 16:18:57.32,18:57.320,71
1188,18:57.3,07-02-2022 16:18:57.39,18:57.394,74
1189,18:57.4,07-02-2022 16:18:57.46,18:57.463,69
1190,18:57.5,07-02-2022 16:18:57.53,18:57.532,69
1191,18:57.5,07-02-2022 16:18:57.60,18:57.603,71
1192,18:57.6,07-02-2022 16:18:57.67,18:57.673,70
1193,18:57.7,07-02-2022 16:18:57.74,18:57.742,69
1194,18:57.7,07-02-2022 16:18:57.81,18:57.811,69
1195,18:57.8,07-02-2022 16:18:57.88,18:57.881,69
1196,18:57.9,07-02-2022 16:18:57.95,18:57.950,69
1197,18:57.9,07-02-2022 16:18:58.02,18:58.019,69
1198,18:58.0,07-02-2022 16:18:58.09,18:58.094,75
1199,18:58.1,07-02-2022 16:18:58.17,18:58.166,72
1200,18:58.2,07-02-2022 16:18:58.30,18:58.304,138
1201,18:58.3,07-02-2022 16:18:58.37,18:58.375,71
1202,18:58.4,07-02-2022 16:18:58.44,18:58.444,69
1203,18:58.4,07-02-2022 16:18:58.51,18:58.514,70
1204,18:58.5,07-02-2022 16:18:58.59,18:58.586,72
1205,18:58.6,07-02-2022 16:18:58.65,18:58.654,68
1206,18:58.7,07-02-2022 16:18:58.72,18:58.725,71
1207,18:58.7,07-02-2022 16:18:58.80,18:58.797,72
1208,18:58.8,07-02-2022 16:18:58.87,18:58.869,72
1209,18:58.9,07-02-2022 16:18:58.94,18:58.939,70
1210,18:58.9,07-02-2022 16:18:59.01,18:59.009,70
1211,18:59.0,07-02-2022 16:18:59.08,18:59.079,70
1212,18:59.1,07-02-2022 16:18:59.15,18:59.149,70
1213,18:59.1,07-02-2022 16:18:59.22,18:59.220,71
1214,18:59.2,07-02-2022 16:18:59.30,18:59.295,75
1215,18:59.3,07-02-2022 16:18:59.37,18:59.366,71
1216,18:59.4,07-02-2022 16:18:59.44,18:59.436,70
1217,18:59.4,07-02-2022 16:18:59.51,18:59.505,69
1218,18:59.5,07-02-2022 16:18:59.58,18:59.576,71
1219,18:59.6,07-02-2022 16:18:59.65,18:59.647,71
1220,18:59.6,07-02-2022 16:18:59.72,18:59.718,71
1221,18:59.7,07-02-2022 16:18:59.79,18:59.789,71
1222,18:59.8,07-02-2022 16:18:59.86,18:59.860,71
1223,18:59.9,07-02-2022 16:18:59.93,18:59.929,69
1224,18:59.9,07-02-2022 16:19:00.00,18:59.999,70
1225,19:00.0,07-02-2022 16:19:00.07,19:00.068,69
1226,19:00.1,07-02-2022 16:19:00.14,19:00.137,69
1227,19:00.1,07-02-2022 16:19:00.21,19:00.209,72
1228,19:00.2,07-02-2022 16:19:00.28,19:00.278,69
1229,19:00.3,07-02-2022 16:19:00.35,19:00.348,70
1230,19:00.3,07-02-2022 16:19:00.42,19:00.418,70
1231,19:00.4,07-02-2022 16:19:00.49,19:00.488,70
1232,19:00.5,07-02-2022 16:19:00.56,19:00.562,74
1233,19:00.6,07-02-2022 16:19:00.63,19:00.634,72
1234,19:00.6,07-02-2022 16:19:00.71,19:00.705,71
1235,19:00.7,07-02-2022 16:19:00.78,19:00.777,72
1236,19:00.8,07-02-2022 16:19:00.85,19:00.847,70
1237,19:00.8,07-02-2022 16:19:00.92,19:00.917,70
1238,19:00.9,07-02-2022 16:19:00.99,19:00.987,70
1239,19:01.0,07-02-2022 16:19:01.06,19:01.056,69
1240,19:01.1,07-02-2022 16:19:01.13,19:01.126,70
1241,19:01.1,07-02-2022 16:19:01.20,19:01.196,70
1242,19:01.2,07-02-2022 16:19:01.27,19:01.267,71
1243,19:01.3,07-02-2022 16:19:01.43,19:01.426,159
1244,19:01.4,07-02-2022 16:19:01.53,19:01.528,102
1245,19:01.5,07-02-2022 16:19:01.63,19:01.630,102
1246,19:01.6,07-02-2022 16:19:01.74,19:01.735,105
1247,19:01.7,07-02-2022 16:19:01.84,19:01.840,105
1248,19:01.8,07-02-2022 16:19:01.94,19:01.938,98
1249,19:01.9,07-02-2022 16:19:02.03,19:02.032,94
1250,19:02.0,07-02-2022 16:19:02.14,19:02.142,110
1251,19:02.1,07-02-2022 16:19:02.25,19:02.245,103
1252,19:02.2,07-02-2022 16:19:02.35,19:02.348,103
1253,19:02.3,07-02-2022 16:19:02.45,19:02.452,104
1254,19:02.5,07-02-2022 16:19:02.56,19:02.556,103
1255,19:02.6,07-02-2022 16:19:02.66,19:02.655,99
1256,19:02.7,07-02-2022 16:19:02.76,19:02.757,102
1257,19:02.8,07-02-2022 16:19:02.86,19:02.860,103
1258,19:02.9,07-02-2022 16:19:02.96,19:02.962,102
1259,19:03.0,07-02-2022 16:19:03.07,19:03.065,103
1260,19:03.1,07-02-2022 16:19:03.13,19:03.134,69
1261,19:03.1,07-02-2022 16:19:03.22,19:03.217,83
1262,19:03.2,07-02-2022 16:19:03.31,19:03.307,90
1263,19:03.3,07-02-2022 16:19:03.38,19:03.378,71
1264,19:03.4,07-02-2022 16:19:03.45,19:03.449,71
1265,19:03.4,07-02-2022 16:19:03.52,19:03.519,70
1266,19:03.5,07-02-2022 16:19:03.59,19:03.588,69
1267,19:03.6,07-02-2022 16:19:03.66,19:03.658,70
1268,19:03.7,07-02-2022 16:19:03.73,19:03.730,72
1269,19:03.7,07-02-2022 16:19:03.80,19:03.802,72
1270,19:03.8,07-02-2022 16:19:03.87,19:03.871,69
1271,19:03.9,07-02-2022 16:19:03.94,19:03.941,70
1272,19:03.9,07-02-2022 16:19:04.01,19:04.012,71
1273,19:04.0,07-02-2022 16:19:04.08,19:04.082,70
1274,19:04.1,07-02-2022 16:19:04.15,19:04.152,70
1275,19:04.2,07-02-2022 16:19:04.22,19:04.221,69
1276,19:04.2,07-02-2022 16:19:04.29,19:04.291,70
1277,19:04.3,07-02-2022 16:19:04.36,19:04.360,69
1278,19:04.4,07-02-2022 16:19:04.43,19:04.430,70
1279,19:04.4,07-02-2022 16:19:04.50,19:04.499,69
1280,19:04.5,07-02-2022 16:19:04.57,19:04.569,70
1281,19:04.6,07-02-2022 16:19:04.64,19:04.638,69
1282,19:04.6,07-02-2022 16:19:04.71,19:04.709,71
1283,19:04.7,07-02-2022 16:19:04.78,19:04.778,69
1284,19:04.8,07-02-2022 16:19:04.85,19:04.849,71
1285,19:04.8,07-02-2022 16:19:04.92,19:04.919,70
1286,19:04.9,07-02-2022 16:19:04.99,19:04.990,71
1287,19:05.0,07-02-2022 16:19:05.06,19:05.061,71
1288,19:05.1,07-02-2022 16:19:05.13,19:05.130,69
1289,19:05.1,07-02-2022 16:19:05.20,19:05.200,70
1290,19:05.2,07-02-2022 16:19:05.27,19:05.270,70
1291,19:05.3,07-02-2022 16:19:05.34,19:05.339,69
1292,19:05.3,07-02-2022 16:19:05.41,19:05.409,70
1293,19:05.4,07-02-2022 16:19:05.48,19:05.478,69
1294,19:05.5,07-02-2022 16:19:05.55,19:05.548,70
1295,19:05.5,07-02-2022 16:19:05.62,19:05.618,70
1296,19:05.6,07-02-2022 16:19:05.69,19:05.691,73
1297,19:05.7,07-02-2022 16:19:05.76,19:05.761,70
1298,19:05.8,07-02-2022 16:19:05.83,19:05.833,72
1299,19:05.8,07-02-2022 16:19:05.90,19:05.903,70
1300,19:05.9,07-02-2022 16:19:06.04,19:06.041,138
1301,19:06.0,07-02-2022 16:19:06.11,19:06.111,70
1302,19:06.1,07-02-2022 16:19:06.18,19:06.181,70
1303,19:06.2,07-02-2022 16:19:06.25,19:06.251,70
1304,19:06.3,07-02-2022 16:19:06.32,19:06.319,68
1305,19:06.3,07-02-2022 16:19:06.39,19:06.388,69
1306,19:06.4,07-02-2022 16:19:06.46,19:06.457,69
1307,19:06.5,07-02-2022 16:19:06.53,19:06.525,68
1308,19:06.5,07-02-2022 16:19:06.59,19:06.594,69
1309,19:06.6,07-02-2022 16:19:06.66,19:06.663,69
1310,19:06.7,07-02-2022 16:19:06.73,19:06.731,68
1311,19:06.7,07-02-2022 16:19:06.80,19:06.800,69
1312,19:06.8,07-02-2022 16:19:06.87,19:06.872,72
1313,19:06.9,07-02-2022 16:19:06.94,19:06.942,69
1314,19:06.9,07-02-2022 16:19:07.01,19:07.012,70
1315,19:07.0,07-02-2022 16:19:07.08,19:07.083,71
1316,19:07.1,07-02-2022 16:19:07.15,19:07.152,69
1317,19:07.2,07-02-2022 16:19:07.22,19:07.222,70
1318,19:07.2,07-02-2022 16:19:07.29,19:07.289,67
1319,19:07.3,07-02-2022 16:19:07.37,19:07.373,84
1320,19:07.4,07-02-2022 16:19:07.44,19:07.441,68
1321,19:07.4,07-02-2022 16:19:07.51,19:07.509,68
1322,19:07.5,07-02-2022 16:19:07.58,19:07.578,69
1323,19:07.6,07-02-2022 16:19:07.65,19:07.646,68
1324,19:07.6,07-02-2022 16:19:07.72,19:07.715,69
1325,19:07.7,07-02-2022 16:19:07.78,19:07.783,68
1326,19:07.8,07-02-2022 16:19:07.85,19:07.850,67
1327,19:07.8,07-02-2022 16:19:07.92,19:07.920,70
1328,19:07.9,07-02-2022 16:19:07.99,19:07.987,67
1329,19:08.0,07-02-2022 16:19:08.05,19:08.054,67
1330,19:08.1,07-02-2022 16:19:08.12,19:08.123,69
1331,19:08.1,07-02-2022 16:19:08.19,19:08.193,70
1332,19:08.2,07-02-2022 16:19:08.26,19:08.262,69
1333,19:08.3,07-02-2022 16:19:08.33,19:08.330,68
1334,19:08.3,07-02-2022 16:19:08.40,19:08.399,69
1335,19:08.4,07-02-2022 16:19:08.47,19:08.467,68
1336,19:08.5,07-02-2022 16:19:08.53,19:08.534,67
1337,19:08.5,07-02-2022 16:19:08.60,19:08.603,69
1338,19:08.6,07-02-2022 16:19:08.67,19:08.673,70
1339,19:08.7,07-02-2022 16:19:08.74,19:08.742,69
1340,19:08.7,07-02-2022 16:19:08.81,19:08.810,68
1341,19:08.8,07-02-2022 16:19:08.88,19:08.880,69
1342,19:08.9,07-02-2022 16:19:08.95,19:08.950,70
1343,19:08.9,07-02-2022 16:19:09.02,19:09.019,69
1344,19:09.0,07-02-2022 16:19:09.09,19:09.088,69
1345,19:09.1,07-02-2022 16:19:09.16,19:09.160,72
1346,19:09.2,07-02-2022 16:19:09.23,19:09.232,72
1347,19:09.2,07-02-2022 16:19:09.30,19:09.300,68
1348,19:09.3,07-02-2022 16:19:09.37,19:09.371,71
1349,19:09.4,07-02-2022 16:19:09.44,19:09.440,69
1350,19:09.4,07-02-2022 16:19:09.51,19:09.508,68
1351,19:09.5,07-02-2022 16:19:09.58,19:09.578,70
1352,19:09.6,07-02-2022 16:19:09.65,19:09.646,68
1353,19:09.6,07-02-2022 16:19:09.72,19:09.715,69
1354,19:09.7,07-02-2022 16:19:09.79,19:09.785,70
1355,19:09.8,07-02-2022 16:19:09.85,19:09.854,69
1356,19:09.9,07-02-2022 16:19:09.92,19:09.922,68
1357,19:09.9,07-02-2022 16:19:09.99,19:09.990,68
1358,19:10.0,07-02-2022 16:19:10.06,19:10.060,70
1359,19:10.1,07-02-2022 16:19:10.13,19:10.134,74
1360,19:10.1,07-02-2022 16:19:10.20,19:10.203,69
1361,19:10.2,07-02-2022 16:19:10.27,19:10.271,68
1362,19:10.3,07-02-2022 16:19:10.34,19:10.340,69
1363,19:10.3,07-02-2022 16:19:10.41,19:10.409,69
1364,19:10.4,07-02-2022 16:19:10.48,19:10.477,68
1365,19:10.5,07-02-2022 16:19:10.55,19:10.546,69
1366,19:10.5,07-02-2022 16:19:10.62,19:10.615,69
1367,19:10.6,07-02-2022 16:19:10.68,19:10.684,69
1368,19:10.7,07-02-2022 16:19:10.76,19:10.755,71
1369,19:10.8,07-02-2022 16:19:10.83,19:10.825,70
1370,19:10.8,07-02-2022 16:19:10.90,19:10.895,70
1371,19:10.9,07-02-2022 16:19:10.96,19:10.964,69
1372,19:11.0,07-02-2022 16:19:11.03,19:11.033,69
1373,19:11.0,07-02-2022 16:19:11.11,19:11.106,73
1374,19:11.1,07-02-2022 16:19:11.17,19:11.174,68
1375,19:11.2,07-02-2022 16:19:11.24,19:11.243,69
1376,19:11.2,07-02-2022 16:19:11.31,19:11.311,68
1377,19:11.3,07-02-2022 16:19:11.38,19:11.380,69
1378,19:11.4,07-02-2022 16:19:11.45,19:11.449,69
1379,19:11.4,07-02-2022 16:19:11.52,19:11.517,68
1380,19:11.5,07-02-2022 16:19:11.59,19:11.593,76
1381,19:11.6,07-02-2022 16:19:11.66,19:11.661,68
1382,19:11.7,07-02-2022 16:19:11.73,19:11.729,68
1383,19:11.7,07-02-2022 16:19:11.80,19:11.796,67
1384,19:11.8,07-02-2022 16:19:11.86,19:11.864,68
1385,19:11.9,07-02-2022 16:19:11.93,19:11.932,68
1386,19:11.9,07-02-2022 16:19:12.00,19:12.000,68
1387,19:12.0,07-02-2022 16:19:12.07,19:12.068,68
1388,19:12.1,07-02-2022 16:19:12.14,19:12.136,68
1389,19:12.1,07-02-2022 16:19:12.20,19:12.204,68
1390,19:12.2,07-02-2022 16:19:12.27,19:12.272,68
1391,19:12.3,07-02-2022 16:19:12.34,19:12.339,67
1392,19:12.3,07-02-2022 16:19:12.41,19:12.410,71
1393,19:12.4,07-02-2022 16:19:12.48,19:12.478,68
1394,19:12.5,07-02-2022 16:19:12.55,19:12.548,70
1395,19:12.5,07-02-2022 16:19:12.62,19:12.616,68
1396,19:12.6,07-02-2022 16:19:12.68,19:12.684,68
1397,19:12.7,07-02-2022 16:19:12.76,19:12.755,71
1398,19:12.8,07-02-2022 16:19:12.82,19:12.823,68
1399,19:12.8,07-02-2022 16:19:12.89,19:12.894,71
1400,19:12.9,07-02-2022 16:19:13.03,19:13.031,137
1401,19:13.0,07-02-2022 16:19:13.10,19:13.102,71
1402,19:13.1,07-02-2022 16:19:13.17,19:13.172,70
1403,19:13.2,07-02-2022 16:19:13.24,19:13.242,70
1404,19:13.2,07-02-2022 16:19:13.31,19:13.313,71
1405,19:13.3,07-02-2022 16:19:13.38,19:13.384,71
1406,19:13.4,07-02-2022 16:19:13.45,19:13.453,69
1407,19:13.5,07-02-2022 16:19:13.52,19:13.523,70
1408,19:13.5,07-02-2022 16:19:13.59,19:13.593,70
1409,19:13.6,07-02-2022 16:19:13.67,19:13.666,72
1410,19:13.7,07-02-2022 16:19:13.74,19:13.735,69
1411,19:13.7,07-02-2022 16:19:13.81,19:13.806,71
